source_coords,dest1_coords,dest2_coords,source_D1_distance(in miles),source_D1_time(in minutes),source_D2_distance(in miles),source_D2_time(in minutes),total_shared_distance,total_shared_time,Matched_NoMatched
"(-73.785924, 40.645134)","(-73.71613312, 40.63010025)","(-73.99147034, 40.75486755)",7.09000,11.030,18.08000,25.750,12.60500,31.910,Matched
"(-73.785924, 40.645134)","(-73.71615601, 40.64685822)", ,7.40000,10.840, , ,,,"(-73.71615601, 40.64685822):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.71652985, 40.72963333)","(-74.00473022, 40.74796677)",9.55000,12.800,19.08000,28.930,15.95000,30.790,Matched
"(-73.785924, 40.645134)","(-73.71658325, 40.72807693)","(-73.93386078, 40.85657501)",9.47000,12.500,21.50000,29.980,15.72000,30.110,Matched
"(-73.785924, 40.645134)","(-73.71659851, 40.68095398)","(-73.97795105, 40.77863312)",7.17000,9.830,19.28000,29.280,12.08500,30.130,Matched
"(-73.785924, 40.645134)","(-73.71665192, 40.6465683)","(-74.01192474, 40.71591568)",7.44000,11.000,15.87000,27.040,12.94000,30.380,Matched
"(-73.785924, 40.645134)","(-73.71699524, 40.63548279)", ,6.89000,10.680, , ,,,"(-73.71699524, 40.63548279):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.71826172, 40.70769882)","(-73.98150635, 40.75810623)",8.32000,10.800,18.19000,26.040,13.72000,27.850,Matched
"(-73.785924, 40.645134)","(-73.71855927, 40.71970367)","(-73.75610352, 40.65044022)",9.30000,15.740,3.77000,6.260,11.64000,15.220,Matched
"(-73.785924, 40.645134)","(-73.71878052, 40.73640823)", ,9.85000,12.920, , ,,,"(-73.71878052, 40.73640823):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.71903229, 40.6824646)", ,6.42000,9.610, , ,,,"(-73.71903229, 40.6824646):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.71926117, 40.62980652)","(-73.98498535, 40.77780533)",6.92000,10.660,19.15000,28.890,12.25000,32.440,Matched
"(-73.785924, 40.645134)","(-73.71943665, 40.70718384)","(-73.97348785, 40.74827576)",8.33000,10.940,17.30000,24.610,13.80000,27.110,Matched
"(-73.785924, 40.645134)","(-73.71962738, 40.74855042)", ,10.86000,15.030, , ,,,"(-73.71962738, 40.74855042):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.72026062, 40.68032837)", ,6.44000,9.510, , ,,,"(-73.72026062, 40.68032837):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.72048187, 40.66413879)","(-74.03033447, 40.63962173)",5.59000,8.580,21.92000,26.850,9.88000,32.330,Matched
"(-73.785924, 40.645134)","(-73.72059631, 40.72647476)", ,9.25000,12.280, , ,,,"(-73.72059631, 40.72647476):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.72068024, 40.77756882)", ,14.13000,19.910, , ,,,"(-73.72068024, 40.77756882):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.72074127, 40.74182892)", ,10.38000,13.600, , ,,,"(-73.72074127, 40.74182892): D2: (-73.95075989, 40.77834702)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.72077179, 40.97343445)", ,28.64000,44.150, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81136322, 40.70120621)']"
"(-73.785924, 40.645134)","(-73.72084808, 40.70100784)","(-73.99291992, 40.76353836)",7.61000,11.130,19.23000,28.440,13.17500,29.770,Matched
"(-73.785924, 40.645134)","(-73.7208786, 40.66320801)","(-73.9488678, 40.78089905)",5.83000,9.090,19.25000,27.890,10.37500,29.400,Matched
"(-73.785924, 40.645134)","(-73.72097778, 40.75017166)","(-73.95438385, 40.78559875)",11.02000,15.760,19.57000,28.670,18.90000,35.330,Matched
"(-73.785924, 40.645134)","(-73.72106171, 40.69190598)","(-73.98207855, 40.76242828)",6.63000,9.540,18.34000,26.980,11.40000,28.200,Matched
"(-73.785924, 40.645134)","(-73.7212677, 40.64962387)","(-73.95587921, 40.77375031)",6.12000,9.980,18.26000,26.850,11.11000,29.580,Matched
"(-73.785924, 40.645134)","(-73.72159576, 40.64008713)", ,7.16000,11.510, , ,,,"(-73.72159576, 40.64008713):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.72161102, 40.6599884)","(-73.97528076, 40.67774963)",6.11000,9.600,12.52000,20.340,10.91000,24.290,Matched
"(-73.785924, 40.645134)","(-73.7216568, 40.78298187)", ,14.19000,20.240, , ,,,"(-73.7216568, 40.78298187):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.72166443, 40.787323)", ,14.51000,21.100, , ,,,"(-73.72166443, 40.787323):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.72169495, 40.78740692)", ,14.51000,21.100, , ,,,"(-73.72169495, 40.78740692):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.7217865, 40.67599869)","(-73.91428375, 40.6974678)",5.95000,9.100,9.90000,16.880,10.50000,20.820,Matched
"(-73.785924, 40.645134)","(-73.7217865, 40.77365112)", ,12.74000,20.220, , ,,,"(-73.7217865, 40.77365112):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.72206879, 40.66375351)","(-73.95188141, 40.80911255)",5.56000,8.470,18.38000,26.480,9.79500,27.620,Matched
"(-73.785924, 40.645134)","(-73.72224426, 40.7022934)","(-73.9775238, 40.74228668)",7.85000,12.110,18.02000,27.260,13.90500,29.330,Matched
"(-73.785924, 40.645134)","(-73.72235107, 40.66312027)","(-73.95811462, 40.78236008)",5.68000,8.640,19.90000,29.280,10.00000,29.430,Matched
"(-73.785924, 40.645134)","(-73.72284698, 40.61838913)", ,7.00000,10.570, , ,,,"(-73.72284698, 40.61838913):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.72304535, 40.66702652)","(-73.96269989, 40.76332092)",5.56000,8.770,17.34000,25.310,9.94500,26.870,Matched
"(-73.785924, 40.645134)","(-73.72320557, 40.72204971)", ,9.25000,12.630, , ,,,"(-73.72320557, 40.72204971):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.72335815, 40.65665054)","(-73.9165802, 40.86949539)",6.09000,10.310,22.28000,31.050,11.24500,33.290,Matched
"(-73.785924, 40.645134)","(-73.72358704, 40.77790451)", ,13.81000,19.570, , ,,,"(-73.72358704, 40.77790451):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.72377777, 40.6642952)","(-74.162117, 40.53858948)",5.41000,7.800,29.77000,41.880,9.31000,39.040,Matched
"(-73.785924, 40.645134)","(-73.72411346, 40.64817047)","(-73.92024994, 40.86287308)",6.35000,10.820,21.67000,29.680,11.76000,33.700,Matched
"(-73.785924, 40.645134)","(-73.72438812, 40.69211578)", ,6.68000,9.540, , ,,,"(-73.72438812, 40.69211578): D2: (-73.97650909, 40.72476959)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.72494507, 40.73579788)", ,9.83000,13.110, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77986908, 40.66662598)']"
"(-73.785924, 40.645134)","(-73.72509003, 40.72711182)", ,9.28000,12.220, , ,,,"(-73.72509003, 40.72711182):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.72518921, 40.78941345)", ,14.52000,21.090, , ,,,"(-73.72518921, 40.78941345):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.72535706, 40.6905365)","(-73.76256561, 40.68452072)",6.61000,9.100,4.40000,7.650,8.95000,11.120,Matched
"(-73.785924, 40.645134)","(-73.72558594, 40.74269867)","(-73.96810913, 40.79325867)",10.20000,13.260,19.99000,29.630,16.83000,32.340,Matched
"(-73.785924, 40.645134)","(-73.72573853, 40.67887115)","(-73.98342896, 40.73448563)",5.78000,8.540,18.08000,26.820,10.05000,27.650,Matched
"(-73.785924, 40.645134)","(-73.72609711, 40.64335632)", ,6.80000,12.620, , ,,,"(-73.72609711, 40.64335632):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.72654724, 40.66162491)","(-73.94607544, 40.82942581)",5.63000,8.910,19.93000,29.840,10.08500,31.450,Matched
"(-73.785924, 40.645134)","(-73.72657013, 40.79004288)", ,14.67000,21.210, , ,,,"(-73.72657013, 40.79004288):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.72661591, 40.65211105)","(-73.9333725, 40.85753632)",5.79000,9.150,21.63000,30.250,10.36500,31.230,Matched
"(-73.785924, 40.645134)","(-73.72691345, 40.63479233)","(-73.94747925, 40.78021622)",6.48000,10.040,19.16000,27.550,11.50000,31.390,Matched
"(-73.785924, 40.645134)","(-73.72692871, 40.7834816)","(-73.76303864, 40.71967316)",14.21000,20.330,7.90000,11.860,18.06500,18.820,Matched
"(-73.785924, 40.645134)","(-73.72731781, 40.70837784)", ,7.68000,9.610, , ,,,"(-73.72731781, 40.70837784):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.72745514, 40.66999054)","(-73.95275116, 40.7834816)",5.43000,8.050,19.32000,27.680,9.45500,27.990,Matched
"(-73.785924, 40.645134)","(-73.72750092, 40.75596619)","(-73.94910431, 40.77842331)",11.22000,15.860,19.40000,28.140,19.15000,32.190,Matched
"(-73.785924, 40.645134)","(-73.72776794, 40.67670822)","(-74.00161743, 40.74604416)",5.59000,8.210,18.92000,28.350,9.69500,28.050,Matched
"(-73.785924, 40.645134)","(-73.72782898, 40.65567398)","(-73.97525787, 40.79375458)",5.57000,8.700,20.48000,30.940,9.92000,29.970,Matched
"(-73.785924, 40.645134)","(-73.72796631, 40.77043152)", ,12.61000,19.230, , ,,,"(-73.72796631, 40.77043152):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.72799683, 40.69514847)", ,7.13000,10.720, , ,,,"(-73.72799683, 40.69514847):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.72813416, 40.75930786)", ,11.51000,16.650, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9775238, 40.74228668)']"
"(-73.785924, 40.645134)","(-73.72814178, 40.62007141)","(-74.00136566, 40.74133301)",6.62000,10.390,19.16000,30.030,11.81500,31.880,Matched
"(-73.785924, 40.645134)","(-73.72822571, 40.68308258)","(-73.95124054, 40.77883911)",5.98000,9.640,19.33000,27.710,10.80000,29.510,Matched
"(-73.785924, 40.645134)","(-73.72831726, 40.72888184)", ,9.47000,12.580, , ,,,"(-73.72831726, 40.72888184):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.72841644, 40.75390625)","(-73.78150177, 40.6450882)",11.03000,15.360,1.17000,4.330,8.85000,15.550,Matched
"(-73.785924, 40.645134)","(-73.72864532, 40.61307907)","(-73.98542786, 40.77985001)",6.81000,10.600,19.31000,29.120,12.11000,32.440,Matched
"(-73.785924, 40.645134)","(-73.72864532, 40.64282227)","(-73.97867584, 40.76197052)",7.16000,12.080,18.49000,26.710,13.20000,33.440,Matched
"(-73.785924, 40.645134)","(-73.72866821, 40.70714188)","(-73.96669769, 40.76723099)",8.02000,11.690,17.73000,25.890,13.86500,28.030,Matched
"(-73.785924, 40.645134)","(-73.72879028, 40.65213013)","(-73.96071625, 40.77236938)",5.90000,9.590,18.07000,26.680,10.69500,28.780,Matched
"(-73.785924, 40.645134)","(-73.72911072, 40.64363098)", ,7.22000,12.320, , ,,,"(-73.72911072, 40.64363098):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.72927094, 40.60954285)","(-73.94745636, 40.77509689)",7.21000,11.350,19.58000,28.950,12.88500,33.850,Matched
"(-73.785924, 40.645134)","(-73.72930145, 40.66337585)","(-74.00396729, 40.74213028)",5.17000,7.290,19.24000,29.650,8.81500,26.920,Matched
"(-73.785924, 40.645134)","(-73.72930145, 40.76000977)","(-73.99440002, 40.76083755)",11.55000,16.860,18.72000,27.540,19.98000,32.940,Matched
"(-73.785924, 40.645134)","(-73.72938538, 40.75892639)","(-73.97303772, 40.75553131)",11.43000,16.370,17.82000,25.330,19.61500,31.440,Matched
"(-73.785924, 40.645134)","(-73.72943878, 40.66323471)","(-74.03936768, 40.6278801)",5.17000,7.250,21.06000,27.590,8.79500,29.540,Matched
"(-73.785924, 40.645134)","(-73.72946167, 40.66352844)","(-73.99224091, 40.65971756)",5.15000,7.210,13.87000,21.660,8.75500,22.300,Matched
"(-73.785924, 40.645134)","(-73.73000336, 40.69123077)","(-73.9807663, 40.74777985)",6.88000,9.860,17.39000,24.630,11.81000,26.250,Matched
"(-73.785924, 40.645134)","(-73.73010254, 40.66532516)","(-74.00785828, 40.72205353)",5.01000,6.840,16.11000,28.120,8.43000,24.050,Matched
"(-73.785924, 40.645134)","(-73.73020935, 40.6889534)","(-73.87957764, 40.82180023)",6.97000,10.390,18.37000,26.020,12.16500,25.850,Matched
"(-73.785924, 40.645134)","(-73.73023224, 40.65198135)", ,5.99000,10.020, , ,,,"(-73.73023224, 40.65198135):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73023987, 40.7818718)", ,13.89000,20.000, , ,,,"(-73.73023987, 40.7818718):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73030853, 40.7569313)","(-73.99415588, 40.74575806)",11.29000,15.980,18.40000,27.340,19.28000,31.700,Matched
"(-73.785924, 40.645134)","(-73.73044586, 40.76951981)", ,12.54000,19.090, , ,,,"(-73.73044586, 40.76951981):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.7305069, 40.67086029)", ,5.48000,8.290, , ,,,"(-73.7305069, 40.67086029): D2: (-73.96728516, 40.80197906)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.73085785, 40.77183914)", ,13.29000,18.940, , ,,,"(-73.73085785, 40.77183914):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73101044, 40.65954971)","(-73.91757965, 40.87111282)",5.23000,7.800,22.37000,31.700,9.13000,29.960,Matched
"(-73.785924, 40.645134)","(-73.73101044, 40.72460556)", ,9.35000,12.770, , ,,,"(-73.73101044, 40.72460556):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.73104095, 40.65284729)", ,5.98000,9.930, , ,,,"(-73.73104095, 40.65284729):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73118591, 40.61437988)", ,6.69000,10.050, , ,,,"(-73.73118591, 40.61437988):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73129272, 40.70745468)", ,8.62000,12.210, , ,,,"(-73.73129272, 40.70745468):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.73153687, 40.68828964)","(-73.96531677, 40.76765823)",6.34000,10.500,17.72000,26.050,11.59000,27.410,Matched
"(-73.785924, 40.645134)","(-73.7315979, 40.66893387)","(-74.02718353, 40.63056946)",5.35000,8.010,20.81000,25.650,9.35500,30.200,Matched
"(-73.785924, 40.645134)","(-73.73165131, 40.70591354)","(-74.00382233, 40.75315094)",8.08000,11.930,18.88000,27.790,14.04500,29.430,Matched
"(-73.785924, 40.645134)","(-73.73175049, 40.77833176)", ,13.52000,18.660, , ,,,"(-73.73175049, 40.77833176):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73189545, 40.68349838)","(-73.99438477, 40.76324081)",6.04000,9.530,18.93000,27.800,10.80500,27.800,Matched
"(-73.785924, 40.645134)","(-73.73193359, 40.69919968)","(-73.95664215, 40.7800293)",7.68000,11.070,18.70000,27.840,13.21500,29.040,Matched
"(-73.785924, 40.645134)","(-73.73213196, 40.71165848)","(-73.9874115, 40.74150848)",8.40000,11.280,18.14000,27.290,14.04000,27.520,Matched
"(-73.785924, 40.645134)","(-73.73214722, 40.67830276)", ,5.80000,8.830, , ,,,"(-73.73214722, 40.67830276):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.73220062, 40.65639114)", ,5.50000,9.090, , ,,,"(-73.73220062, 40.65639114):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73226929, 40.59062958)", ,8.83000,12.400, , ,,,"(-73.73226929, 40.59062958):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73246002, 40.67702484)","(-74.00961304, 40.60785294)",5.84000,9.080,18.24000,23.100,10.38000,28.700,Matched
"(-73.785924, 40.645134)","(-73.7325592, 40.61169052)","(-73.98057556, 40.77570724)",6.91000,10.480,18.80000,28.450,12.15000,31.900,Matched
"(-73.785924, 40.645134)","(-73.73271942, 40.61613083)","(-73.98264313, 40.74505234)",6.59000,9.870,17.70000,25.770,11.52500,29.870,Matched
"(-73.785924, 40.645134)","(-73.73274994, 40.58959961)","(-74.00177765, 40.73047638)",8.70000,11.960,15.59000,28.390,14.68000,32.460,Matched
"(-73.785924, 40.645134)","(-73.73281097, 40.66512299)","(-73.89837646, 40.89612961)",4.88000,6.750,22.77000,32.480,8.25500,29.200,Matched
"(-73.785924, 40.645134)","(-73.73284149, 40.67678452)","(-73.98605347, 40.75033569)",5.86000,9.180,17.71000,25.360,10.45000,27.420,Matched
"(-73.785924, 40.645134)","(-73.73287201, 40.66514969)","(-73.95484924, 40.7766304)",4.87000,6.740,18.52000,28.270,8.24000,25.400,Matched
"(-73.785924, 40.645134)","(-73.73290253, 40.61605453)","(-73.95897675, 40.81330872)",6.60000,9.890,18.84000,27.570,11.54500,31.040,Matched
"(-73.785924, 40.645134)","(-73.733078, 40.65164566)", ,5.86000,10.580, , ,,,"(-73.733078, 40.65164566):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73329163, 40.67364883)","(-73.93991089, 40.85139847)",5.16000,7.250,21.41000,28.990,8.78500,27.020,Matched
"(-73.785924, 40.645134)","(-73.73350525, 40.70396805)","(-74.00508881, 40.72294998)",8.06000,11.710,15.60000,26.580,13.91500,29.180,Matched
"(-73.785924, 40.645134)","(-73.73364258, 40.77637863)", ,13.47000,18.880, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.75610352, 40.65044022)']"
"(-73.785924, 40.645134)","(-73.73370361, 40.70915222)","(-73.9478302, 40.77132034)",8.61000,12.110,18.38000,27.790,14.66500,28.780,Matched
"(-73.785924, 40.645134)","(-73.73373413, 40.67908859)", ,5.88000,8.990, , ,,,"(-73.73373413, 40.67908859):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.73374939, 40.78538513)", ,14.15000,20.070, , ,,,"(-73.73374939, 40.78538513):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.7338562, 40.94774246)","(-73.73773956, 40.68690872)",25.98000,38.260,6.02000,9.280,25.15000,32.580,Matched
"(-73.785924, 40.645134)","(-73.73397827, 40.74766922)", ,11.14000,15.040, , ,,,"(-73.73397827, 40.74766922): D2: (-73.98232269, 40.76248169)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.73406982, 40.66379166)","(-73.97499847, 40.78924179)",4.86000,6.880,19.88000,30.370,8.30000,26.850,Matched
"(-73.785924, 40.645134)","(-73.73406982, 40.76452637)", ,12.48000,17.250, , ,,,"(-73.73406982, 40.76452637):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73409271, 40.62488556)","(-73.94477844, 40.82128906)",6.06000,9.140,19.22000,28.160,10.63000,30.130,Matched
"(-73.785924, 40.645134)","(-73.73414612, 40.64438629)", ,7.25000,11.880, , ,,,"(-73.73414612, 40.64438629):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73422241, 40.61833572)","(-73.94745636, 40.83029938)",6.71000,9.730,20.00000,29.350,11.57500,32.130,Matched
"(-73.785924, 40.645134)","(-73.73423004, 40.64307785)", ,7.18000,11.590, , ,,,"(-73.73423004, 40.64307785):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73467255, 40.65028381)", ,5.99000,11.050, , ,,,"(-73.73467255, 40.65028381):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73471832, 40.68364334)","(-73.97781372, 40.73402023)",6.29000,9.340,18.24000,27.540,10.96000,26.840,Matched
"(-73.785924, 40.645134)","(-73.73480988, 40.69567108)", ,6.41000,11.020, , ,,,"(-73.73480988, 40.69567108):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.73497009, 40.71640778)","(-73.97758484, 40.7922554)",8.81000,11.670,20.16000,31.150,14.64500,33.200,Matched
"(-73.785924, 40.645134)","(-73.73501587, 40.65089798)","(-73.95767975, 40.77287292)",5.80000,10.870,18.22000,27.620,11.23500,30.150,Matched
"(-73.785924, 40.645134)","(-73.73519135, 40.69558716)","(-73.95646667, 40.80533218)",6.37000,10.960,18.86000,27.400,11.85000,29.610,Matched
"(-73.785924, 40.645134)","(-73.73548126, 40.67562103)","(-73.97695923, 40.78078079)",5.71000,8.360,19.22000,29.460,9.89000,24.970,Matched
"(-73.785924, 40.645134)","(-73.73549652, 40.75705719)", ,11.91000,16.320, , ,,,"(-73.73549652, 40.75705719):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.73550415, 40.65847397)","(-73.79906464, 40.66728973)",5.38000,8.560,2.77000,5.120,7.05000,9.190,Matched
